INPUT:question	INPUT:question_id	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
"What does the exclamation mark do before the function?
!function () {}();
"	3755606	The exclamation mark (!) before the function in JavaScript is used to immediately invoke the function. This means that the function is executed as soon as it is defined, without the need to call it explicitly. The function is wrapped in parentheses and followed by another set of parentheses to indicate that it should be invoked immediately.	eu.0ba73242-64b3-4c97-a238-368306b9c4a6				https://toloka.yandex.ru/task/37610098/00023de272--63e181b1a5794a449fb7397d	00023de272--63dfab946adb8b18a55bab96	00023de272--63e181b1a5794a449fb7397d	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:39:45.545	+	
"How can I disable the UITableView selection?
When you tap a row in a UITableView, the row is highlighted and selected. Is it possible to disable this so tapping a row does nothing?
"	190908	"To disable selection in a UITableView, you can set the allowsSelection property to false on the table view or on the individual table view cells.

Here's an example of how to do this in code:

javascript
Copy code
tableView.allowsSelection = false"	eu.ce3e124d-ea58-4081-95b6-fcced04fd131				https://toloka.yandex.ru/task/37610098/00023de272--63e181d7cc2fc234c809b0ab	00023de272--63dfab996adb8b18a55bad54	00023de272--63e181d7cc2fc234c809b0ab	d8e61a54e640dc786924fbd68be12067	APPROVED	2023-02-06T22:40:23.735	+	
"How to pass props to {this.props.children}
I'm trying to find the proper way to define some components which could be used in a generic way:
<Parent>
  <Child value=""1"">
  <Child value=""2"">
</Parent>
There is a logic going on for rendering between parent and children components of course, you can imagine <select> and <option> as an example of this logic.
This is a dummy implementation for the purpose of the question:
var Parent = React.createClass({
  doSomething: function(value) {
  },
  render: function() {
    return (<div>{this.props.children}</div>);
  }
});
var Child = React.createClass({
  onClick: function() {
    this.props.doSomething(this.props.value); // doSomething is undefined
  },
  render: function() {
    return (<div onClick={this.onClick}></div>);
  }
});
The question is whenever you use {this.props.children} to define a wrapper component, how do you pass down some property to all its children?
"	32370994	"You can pass the props to the children by using the React.Children.map method. The React.Children.map method can be used to iterate over the children of a component and modify the props of each child. Here is an example of how to pass the doSomething method to all children:

javascript
Copy code
var Parent = React.createClass({
  doSomething: function(value) {
  },
  render: function() {
    var children = React.Children.map(this.props.children, function(child) {
      return React.cloneElement(child, { doSomething: this.doSomething });
    }, this);

    return (
      <div>
        {children}
      </div>
    );
  }
});
In this example, the React.cloneElement method is used to create a new component with the additional props, and the original children are replaced with the new components with the additional props."	eu.3665de6d-db7b-4803-9c38-5673f746e34a				https://toloka.yandex.ru/task/37610098/00023de272--63e181de7bd1be5801825777	00023de272--63dfab956adb8b18a55bac1c	00023de272--63e181de7bd1be5801825777	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:40:30.473	+	
"Angular: conditional class with *ngClass
What is wrong with my Angular code? I am getting the following error:
Cannot read property 'remove' of undefined at BrowserDomAdapter.removeClass
<ol>
  <li *ngClass=""{active: step==='step1'}"" (click)=""step='step1'"">Step1</li>
  <li *ngClass=""{active: step==='step2'}"" (click)=""step='step2'"">Step2</li>
  <li *ngClass=""{active: step==='step3'}"" (click)=""step='step3'"">Step3</li>
</ol>
"	35269179	"The issue might be that the ""step"" property is not defined in your component's class. To resolve this error, you need to define the ""step"" property in your component's class and set an initial value for it.

Example:

javascript
Copy code
export class MyComponent {
  step = 'step1';
  // ...
}"	eu.858a309e-11df-4d27-8d8d-ae9673884e67				https://toloka.yandex.ru/task/37610098/00023de272--63e18259a483b403895d1669	00023de272--63dfab9e6adb8b18a55baeda	00023de272--63e18259a483b403895d1669	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:42:33.510	+	
"Count number of lines in a git repository
How would I count the total number of lines present in all the files in a git repository?
git ls-files gives me a list of files tracked by git.
I'm looking for a command to cat all those files. Something like
git ls-files | [cat all these files] | wc -l
"	4822471	"You can use the following command to count the total number of lines in all files tracked by Git in the repository:

bash
Copy code
git ls-files | xargs wc -l
This command pipes the output of git ls-files (a list of all tracked files) to xargs, which passes each line to wc -l (word count with line count option) to get the number of lines in each file. The total number of lines will be the sum of the outputs."	eu.e6062e19-4059-4b2b-a547-0ecc48e3e49a				https://toloka.yandex.ru/task/37610098/00023de272--63e182bbd9b645131c320e0a	00023de272--63dfaba86adb8b18a55bb20e	00023de272--63e182bbd9b645131c320e0a	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:44:11.324	+	
"How do I write a correct micro-benchmark in Java?
How do you write (and run) a correct micro-benchmark in Java?
I'm looking for some code samples and comments illustrating various things to think about.
Example: Should the benchmark measure time/iteration or iterations/time, and why?
Related: Is stopwatch benchmarking acceptable?
"	504103	"Here is an example of a simple micro-benchmark in Java that measures time per iteration:

java
Copy code
import java.util.concurrent.TimeUnit;
import org.openjdk.jmh.annotations.Benchmark;
import org.openjdk.jmh.annotations.BenchmarkMode;
import org.openjdk.jmh.annotations.Fork;
import org.openjdk.jmh.annotations.Measurement;
import org.openjdk.jmh.annotations.Mode;
import org.openjdk.jmh.annotations.OutputTimeUnit;
import org.openjdk.jmh.annotations.Scope;
import org.openjdk.jmh.annotations.State;
import org.openjdk.jmh.annotations.Warmup;
import org.openjdk.jmh.runner.Runner;
import org.openjdk.jmh.runner.RunnerException;
import org.openjdk.jmh.runner.options.Options;
import org.openjdk.jmh.runner.options.OptionsBuilder;

@BenchmarkMode(Mode.AverageTime)
@OutputTimeUnit(TimeUnit.NANOSECONDS)
@Warmup(iterations = 5, time = 1, timeUnit = TimeUnit.SECONDS)
@Measurement(iterations = 5, time = 1, timeUnit = TimeUnit.SECONDS)
@State(Scope.Benchmark)
@Fork(1)
public class MicroBenchmark {

    @Benchmark
    public void testMethod() {
        // The code to be measured goes here
    }

    public static void main(String[] args) throws RunnerException {
        Options options = new OptionsBuilder()
                .include(MicroBenchmark.class.getSimpleName())
                .build();
        new Runner(options).run();
    }
}
The @BenchmarkMode annotation sets the mode to average time, meaning the average time of all iterations will be reported. The @OutputTimeUnit annotation sets the unit of the reported time to nanoseconds.

The @Warmup and @Measurement annotations define the number of iterations and total time for warmup and measurement phases, respectively.

The @State annotation with Scope.Benchmark indicates that the state will be shared among all benchmark methods.

The @Fork annotation specifies that only one JVM should be used for the benchmark.

It's important to use a stopwatch for benchmarking with caution, as the results may be impacted by various factors such as CPU usage, I/O operations, and JIT optimization. JMH, as demonstrated in the example, provides a reliable and accurate way to measure the performance of Java code."	eu.f6a946ca-ef3a-4b40-8fe5-c300b6926646				https://toloka.yandex.ru/task/37610098/00023de272--63e182be8427a62359b1695c	00023de272--63dfaba86adb8b18a55bb1c4	00023de272--63e182be8427a62359b1695c	d8e61a54e640dc786924fbd68be12067	APPROVED	2023-02-06T22:44:14.491	+	
"Pretty-print an entire Pandas Series / DataFrame
I work with Series and DataFrames on the terminal a lot. The default __repr__ for a Series returns a reduced sample, with some head and tail values, but the rest missing.
Is there a builtin way to pretty-print the entire Series / DataFrame?  Ideally, it would support proper alignment, perhaps borders between columns, and maybe even color-coding for the different columns.
"	19124601	Yes, you can use the .to_string() method to pretty-print a Pandas Series or DataFrame in the terminal. The method returns a string representation of the object and supports options to control the display such as line breaks, padding, and column width. By default, the method returns a simplified string representation, but you can customize the output by specifying the index, header, columns, na_rep, and line_width parameters. To enable proper alignment, borders, and color-coding, you can use a third-party library such as pandas-profiling or prettytable.	eu.7b633de4-1056-488a-b5f6-9fc28abf69d1				https://toloka.yandex.ru/task/37610098/00023de272--63e182e8f7d97f70449c4d1e	00023de272--63dfab9d6adb8b18a55baea0	00023de272--63e182e8f7d97f70449c4d1e	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:44:56.212	+	
"Undo git pull, how to bring repos to old state
Is there any way to revert or undo git pull so that my source/repos will come to old state that was before doing git pull ?
I want to do this because it merged some files which I didn't want to do so, but only merge other remaining files. So, I want to get those files back, is that possible?
EDIT: I want to undo git merge for clarification.
After seeing some answers, I did this 
git reflog
bb3139b... HEAD@{0}: pull : Fast forward
01b34fa... HEAD@{1}: clone: from ...name...
Now, what should I do ? Doing git reset --hard  is OK ? I don't want to screw it again, so asking for detailed steps ? 
"	1223354	"To revert a Git merge, you can use the following steps:

Find the commit hash for the merge commit. You can use git log or git reflog to find it.
Run git reset --hard <commit-hash>. This will reset your branch to the specified commit.
Run git push -f origin <branch-name>. The -f option is necessary because you are ""forcing"" the update to the remote repository.
Note: The git reset --hard command discards all changes in your working tree, so be careful when using it. Make sure to backup any important changes before running it."	eu.7d2a925a-c065-4814-8ab5-94c65b21051d				https://toloka.yandex.ru/task/37610098/00023de272--63e18333faab2d703d7d2121	00023de272--63dfab966adb8b18a55bac3a	00023de272--63e18333faab2d703d7d2121	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:46:11.761	+	
"Null object in Python
How do I refer to the null object in Python?
"	3289601	"In Python, the equivalent of the null or None object is ""None"". You can use ""None"" to represent the absence of a value or a null value. For example:

python
Copy code
x = None
if x is None:
    print(""x is None"")"	eu.7b9fb069-b3ce-4140-9402-43a76ef3edde				https://toloka.yandex.ru/task/37610098/00023de272--63e183566b5f4256c3f636f5	00023de272--63dfab946adb8b18a55babab	00023de272--63e183566b5f4256c3f636f5	d8e61a54e640dc786924fbd68be12067	APPROVED	2023-02-06T22:46:46.900	+	
"How to create a generic array in Java?
Due to the implementation of Java generics, you can't have code like this: 
public class GenSet<E> {
    private E a[];
    public GenSet() {
        a = new E[INITIAL_ARRAY_LENGTH]; // error: generic array creation
    }
}
How can I implement this while maintaining type safety?
I saw a solution on the Java forums that goes like this:
import java.lang.reflect.Array;
class Stack<T> {
    public Stack(Class<T> clazz, int capacity) {
        array = (T[])Array.newInstance(clazz, capacity);
    }
    private final T[] array;
}
But I really don't get what's going on.
"	529085	You can create a generic array in Java by using reflection. The code Array.newInstance(clazz, capacity) creates an array of type clazz with a given capacity. The resulting array is then cast to T[] to preserve type safety. This is because the Java language doesn't allow you to create generic arrays directly, but the Array class provides a way to create arrays of any type at runtime. In this example, the clazz parameter is passed to newInstance to specify the type of the array to be created.	eu.55e8fb27-cb47-4fc2-b6a0-f7091f04e942				https://toloka.yandex.ru/task/37610098/00023de272--63e18371f7d97f70449c53ea	00023de272--63dfab9b6adb8b18a55badf1	00023de272--63e18371f7d97f70449c53ea	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:47:13.392	+	
"How do you get the index of the current iteration of a foreach loop?
Is there some rare language construct I haven't encountered (like the few I've learned recently, some on Stack Overflow) in C# to get a value representing the current iteration of a foreach loop?
For instance, I currently do something like this depending on the circumstances:
int i = 0;
foreach (Object o in collection)
{
    // ...
    i++;
}
"	43021	"In C#, you can use the for loop instead of foreach if you need the index of the current iteration. Here's an example:

css
Copy code
for (int i = 0; i < collection.Count; i++)
{
    Object o = collection[i];
    // ...
}
If you still want to use foreach, you can use the Enumerable.Select method along with Enumerable.ToList or Enumerable.ToArray to get an enumerable with the index and the value of each element. Here's an example:

javascript
Copy code
var list = collection.Select((value, index) => new { value, index }).ToList();
foreach (var o in list)
{
    // o.value is the value of the current element
    // o.index is the index of the current element
    // ...
}"	eu.8cb4b310-2d33-4d07-894f-b77de6a99591				https://toloka.yandex.ru/task/37610098/00023de272--63e183ac6b5f4256c3f63aa9	00023de272--63dfab9b6adb8b18a55badeb	00023de272--63e183ac6b5f4256c3f63aa9	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:48:12.737	+	
"UnicodeEncodeError: 'ascii' codec can't encode character u'\xa0' in position 20: ordinal not in range(128)
I'm having problems dealing with unicode characters from text fetched from different web pages (on different sites). I am using BeautifulSoup. 
The problem is that the error is not always reproducible; it sometimes works with some pages, and sometimes, it barfs by throwing a UnicodeEncodeError. I have tried just about everything I can think of, and yet I have not found anything that works consistently without throwing some kind of Unicode-related error.
One of the sections of code that is causing problems is shown below:
agent_telno = agent.find('div', 'agent_contact_number')
agent_telno = '' if agent_telno is None else agent_telno.contents[0]
p.agent_info = str(agent_contact + ' ' + agent_telno).strip()
Here is a stack trace produced on SOME strings when the snippet above is run:
Traceback (most recent call last):
  File ""foobar.py"", line 792, in <module>
    p.agent_info = str(agent_contact + ' ' + agent_telno).strip()
UnicodeEncodeError: 'ascii' codec can't encode character u'\xa0' in position 20: ordinal not in range(128)
I suspect that this is because some pages (or more specifically, pages from some of the sites) may be encoded, whilst others may be unencoded. All the sites are based in the UK and provide data meant for UK consumption - so there are no issues relating to internalization or dealing with text written in anything other than English.
Does anyone have any ideas as to how to solve this so that I can CONSISTENTLY fix this problem?
"	9942594	"To fix the UnicodeEncodeError, you need to specify the encoding of the text you are trying to process. You can use the .encode('utf-8') method to encode the text as UTF-8, which can handle most of the characters.

Try changing the following line of code:

scss
Copy code
p.agent_info = str(agent_contact + ' ' + agent_telno).strip()
to:

less
Copy code
p.agent_info = (agent_contact + ' ' + agent_telno).strip().encode('utf-8')
This should resolve the issue of encoding characters outside the ASCII range."	eu.b873f887-0626-40c8-9e7e-4e279249d691				https://toloka.yandex.ru/task/37610098/00023de272--63e183ee89576016d8ea94c2	00023de272--63dfab936adb8b18a55bab40	00023de272--63e183ee89576016d8ea94c2	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:49:18.519	+	
"Create a Pandas Dataframe by appending one row at a time
How do I create an empty DataFrame, then add rows, one by one?
I created an empty DataFrame:
df = pd.DataFrame(columns=('lib', 'qty1', 'qty2'))
Then I can add a new row at the end and fill a single field with:
df = df._set_value(index=len(df), col='qty1', value=10.0)
It works for only one field at a time. What is a better way to add new row to df?
"	10715965	"You can use the .loc method and the pd.concat function to append a new row to the DataFrame one by one. For example:

bash
Copy code
df = pd.DataFrame(columns=('lib', 'qty1', 'qty2'))
new_row = {'lib': 'book1', 'qty1': 10, 'qty2': 20}
df = pd.concat([df, pd.DataFrame([new_row])], ignore_index=True)
Note that ignore_index=True resets the index of the new row to the next highest integer value."	eu.67cd93c5-30c5-45de-91e5-04d00651b65b				https://toloka.yandex.ru/task/37610098/00023de272--63e1842f8d80e40a93d42231	00023de272--63dfab976adb8b18a55bacbc	00023de272--63e1842f8d80e40a93d42231	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:50:23.603	+	
"What is (functional) reactive programming?
I've read the Wikipedia article on reactive programming. I've also read the small article on functional reactive programming. The descriptions are quite abstract.
What does functional reactive programming (FRP) mean in practice? 
What does reactive programming (as opposed to non-reactive programming?) consist of? 
My background is in imperative/OO languages, so an explanation that relates to this paradigm would be appreciated.
"	1028250	"Reactive programming is a programming paradigm concerned with the propagation of change. A system that implements reactive programming has components that can react to changes in the inputs and produce new outputs. In other words, the system automatically updates its behavior in response to changes.

Functional reactive programming (FRP) is a specific type of reactive programming that builds on functional programming concepts, such as immutability and pure functions. It allows developers to express complex dynamic interactions between inputs and outputs in a declarative and composable manner, without relying on stateful variables and manual mutation.

In practice, reactive programming can be used to build applications with real-time or streaming data sources, such as games, financial trading systems, or streaming services. By treating values as streams of data, reactive programming makes it possible to handle large amounts of data with high performance, scalability, and reliability.

Compared to non-reactive programming, reactive programming shifts the focus from managing state updates to defining the relationships between inputs and outputs. Instead of using imperative code to write explicit updates, reactive programming uses declarative code to describe how inputs affect outputs, and lets the system handle the updates automatically."	eu.b8ccc300-7b9d-4373-9da9-1c03a9599449				https://toloka.yandex.ru/task/37610098/00023de272--63e18482f7d97f70449c616f	00023de272--63dfab9b6adb8b18a55bae07	00023de272--63e18482f7d97f70449c616f	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:51:46.238	+	
"Can I specify multiple users for myself in .gitconfig?
In my ~/.gitconfig, I list my personal email address under [user], since that's what I want to use for Github repos.
But, I've recently started using git for work, too. My company's git repo allows me to commit, but when it sends out announcements of new changesets, it says they are from Anonymous because it doesn't recognize the email address in my .gitconfig - at least, that's my theory.
Is it possible to specify multiple [user] definitions in .gitconfig? Or is there some other way to override the default .gitconfig for a certain directory? In my case, I check out all work code in ~/worksrc/ - is there a way to specify a .gitconfig for only that directory (and its subdirectories)?
"	4220416	Yes, you can specify multiple user configurations in .gitconfig. You can specify a global .gitconfig in your home directory (~/.gitconfig) and a repository-specific .gitconfig in each Git repository's .git/config file. The repository-specific .gitconfig file will override the global .gitconfig for that particular repository. To specify a different email address for work, you can add a [user] section in the .git/config file of your work repository with the desired email address.	eu.42ef329f-969e-4f9b-9980-a412d0f0d14b				https://toloka.yandex.ru/task/37610098/00023de272--63e184c91bef1830b3a9ac30	00023de272--63dfaba36adb8b18a55bb08a	00023de272--63e184c91bef1830b3a9ac30	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:52:57.779	+	
"How to get first N number of elements from an array
I am working with Javascript(ES6) /FaceBook react and trying to get the first 3 elements of an array that varies in size. I would like do the equivalent of Linq take(n).
In my Jsx file I have  the following:
var items = list.map(i => {
  return (
    <myview item={i} key={i.id} />
  );
});
Then to get the first 3 items I tried
  var map = new Map(list);
    map.size = 3;
    var items = map(i => {
      return (<SpotlightLandingGlobalInboxItem item={i} key={i.id} />);
    });
This didn't work  as map doesn't have a set function.
Can you please help?
"	34883068	"You can use the slice method on the array to get the first n elements. Here's an example in your code:

javascript
Copy code
var items = list.slice(0, 3).map(i => {
  return (
    <myview item={i} key={i.id} />
  );
});
The slice method creates a new array that contains the elements from the original array, starting from the index 0 and up to, but not including, the index 3.
"	eu.aaf7ebcf-8ee6-4681-8dc4-f54a566d4783				https://toloka.yandex.ru/task/37610098/00023de272--63e184f7876ea74d13f62f11	00023de272--63dfaba46adb8b18a55bb0ac	00023de272--63e184f7876ea74d13f62f11	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:53:43.137	+	
"push_back vs emplace_back
I'm a bit confused regarding the difference between push_back and emplace_back.
void emplace_back(Type&& _Val);
void push_back(const Type& _Val);
void push_back(Type&& _Val);
As there is a push_back overload taking a rvalue reference I don't quite see what the purpose of emplace_back becomes?
"	4303513	"push_back appends an element to the end of a container (e.g. a vector) by creating a copy of the input value and storing that copy in the container.

emplace_back on the other hand constructs the object in-place within the container, without creating a copy. This is more efficient when creating an object requires significant time and resources, as it avoids copying.

The difference between push_back(Type&& _Val) and emplace_back(Type&& _Val) is subtle, but emplace_back is preferred over push_back(Type&& _Val) because the former does not make a copy of the argument and thus is more efficient. The emplace_back function creates an object within the container by directly calling the constructor with the arguments provided, instead of constructing an object outside of the container and then copying it in.

So, in short, you should use emplace_back instead of push_back if you want to construct an object in-place within a container, as it is more efficient and avoids unnecessary copies."	eu.04341aab-0285-46e9-bbfc-e0f8fbce7292				https://toloka.yandex.ru/task/37610098/00023de272--63e18544a483b403895d56ec	00023de272--63dfab9e6adb8b18a55baef6	00023de272--63e18544a483b403895d56ec	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:55:00.876	+	
"What's the difference between a POST and a PUT HTTP REQUEST?
They both seem to be sending data to the server inside the body, so what makes them different?
"	107390	"The main difference between a POST and a PUT request is the purpose for which the data is being sent.

POST requests are typically used when you want to submit data to a server for further processing, such as uploading a file, submitting a form, etc. It's used to create a new resource on the server.

PUT requests are typically used when you want to update an existing resource on the server. It replaces the resource in its entirety.

In other words, POST is used to create a resource, while PUT is used to update a resource. Additionally, PUT requests are idempotent, meaning that multiple identical PUT requests should have the same effect as a single request, while POST requests may have side-effects and are not idempotent."	eu.30227b98-be71-4e08-b956-fcbd776f3ba4				https://toloka.yandex.ru/task/37610098/00023de272--63e18591876ea74d13f6381f	00023de272--63dfaba26adb8b18a55bb01a	00023de272--63e18591876ea74d13f6381f	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:56:17.097	+	
"How can I tell if a DOM element is visible in the current viewport?
Is there an efficient way to tell if a DOM element (in an HTML document) is currently visible (appears in the viewport)?
(The question refers to Firefox.)
"	123999	"You can use JavaScript and the Element.getBoundingClientRect method to determine if an element is visible in the viewport. The method returns the size of an element and its position relative to the viewport. You can then check if the element is within the boundaries of the viewport.

Here's an example to check if an element with the ID ""myElement"" is visible in the viewport:

javascript
Copy code
function isElementInViewport(el) {
  const rect = el.getBoundingClientRect();
  return (
    rect.top >= 0 &&
    rect.left >= 0 &&
    rect.bottom <= (window.innerHeight || document.documentElement.clientHeight) &&
    rect.right <= (window.innerWidth || document.documentElement.clientWidth)
  );
}

const myElement = document.getElementById(""myElement"");
if (isElementInViewport(myElement)) {
  console.log(""Element is in the viewport"");
} else {
  console.log(""Element is NOT in the viewport"");
}"	eu.34cb66c4-559c-45d5-b5aa-43978384dcb9				https://toloka.yandex.ru/task/37610098/00023de272--63e185d0f24cb959b9359d4f	00023de272--63dfab9b6adb8b18a55baded	00023de272--63e185d0f24cb959b9359d4f	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:57:20.585	+	
"Find which version of package is installed with pip
Using pip, is it possible to figure out which version of a package is currently installed?
I know about pip install XYZ --upgrade but I am wondering if there is anything like pip info XYZ.  If not what would be the best way to tell what version I am currently using.
"	10214827	"Yes, you can use the pip show command to see information about a package installed in your system.

Syntax: pip show <package-name>

Example: pip show pandas

This will display information such as version, location, etc. of the package ""pandas""."	eu.5c661fd8-77dc-4a81-9613-60d7a48cd595				https://toloka.yandex.ru/task/37610098/00023de272--63e1861bbbed6c706eb605c2	00023de272--63dfaba06adb8b18a55baf9d	00023de272--63e1861bbbed6c706eb605c2	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:58:35.285	+	
"JSLint is suddenly reporting: Use the function form of ""use strict""
I include the statement:
""use strict"";
at the beginning of most of my Javascript files.
JSLint has never before warned about this. But now it is, saying:
  Use the function form of ""use strict"".
Does anyone know what the ""function form"" would be?
"	4462478	"The function form of ""use strict"" is to wrap the entire contents of a JavaScript file or a function inside a function expression and add ""use strict"" as a string literal within that function:

javascript
Copy code
(function () {
    ""use strict"";
    // your code here
}());
Or, if you're using a function declaration:

javascript
Copy code
(function () {
    ""use strict"";
    // your code here
})();
The reason to use the function form is to make sure that the ""use strict"" directive only affects the code inside the function and not the surrounding code outside of it."	eu.d41edd36-8124-4a41-865e-0ee71638ffa9				https://toloka.yandex.ru/task/37610098/00023de272--63e1864bf24cb959b935a20e	00023de272--63dfaba76adb8b18a55bb189	00023de272--63e1864bf24cb959b935a20e	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T22:59:23.603	+	
"How do I migrate an SVN repository with history to a new Git repository?
I read the Git manual, FAQ, Git - SVN crash course, etc. and they all explain this and that, but nowhere can you find a simple instruction like:
SVN repository in: svn://myserver/path/to/svn/repos
Git repository in: git://myserver/path/to/git/repos
git-do-the-magic-svn-import-with-history \
svn://myserver/path/to/svn/repos \
git://myserver/path/to/git/repos
I don't expect it to be that simple, and I don't expect it to be a single command. But I do expect it not to try to explain anything - just to say what steps to take given this example.
"	79165	"To migrate an SVN repository with history to a new Git repository:

Install Git and Git SVN:
sql
Copy code
$ sudo apt-get install git-all
$ sudo apt-get install git-svn
Clone the SVN repository using Git SVN:
ruby
Copy code
$ git svn clone svn://myserver/path/to/svn/repos
Create a new, empty Git repository:
ruby
Copy code
$ git init git://myserver/path/to/git/repos
Add the new Git repository as a remote in the cloned repository:
ruby
Copy code
$ cd repo
$ git remote add origin git://myserver/path/to/git/repos
Push all branches and tags to the new Git repository:
css
Copy code
$ git push --all origin
$ git push --tags origin
Note: This process can take some time, depending on the size and complexity of your SVN repository."	eu.b3fb1c86-4a27-44dd-95bb-dfb406d8bbaf				https://toloka.yandex.ru/task/37610098/00023de272--63e1867f8677d40ccc70bdd3	00023de272--63dfab916adb8b18a55baa5b	00023de272--63e1867f8677d40ccc70bdd3	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T23:00:15.421	+	
"'this' vs $scope in AngularJS controllers
In the ""Create Components"" section of AngularJS's homepage, there is this example:
controller: function($scope, $element) {
  var panes = $scope.panes = [];
  $scope.select = function(pane) {
    angular.forEach(panes, function(pane) {
      pane.selected = false;
    });
    pane.selected = true;
  }
  this.addPane = function(pane) {
    if (panes.length == 0) $scope.select(pane);
    panes.push(pane);
  }
}
Notice how the select method is added to $scope, but the addPane method is added to this. If I change it to $scope.addPane, the code breaks.
The documentation says that there in fact is a difference, but it doesn't mention what the difference is:
  Previous versions of Angular (pre 1.0 RC) allowed you to use this interchangeably with the $scope method, but this is no longer the case. Inside of methods defined on the scope this and $scope are interchangeable (angular sets this to $scope), but not otherwise inside your controller constructor.
How does this and $scope work in AngularJS controllers?
"	11605917	"this and $scope in AngularJS controllers refer to different objects. In AngularJS, the this keyword inside a controller refers to the controller instance, while $scope is the object that represents the scope of the controller and holds the data that can be displayed in the view.

In the example, the select method is added to $scope because it is meant to be used in the view. The addPane method is added to this because it is meant to be used only within the controller. When AngularJS creates an instance of the controller, it sets this to be equal to $scope so that you can access properties and methods on the scope directly from this. However, when you are outside the controller instance, this and $scope refer to different objects.

In summary, the difference between this and $scope in AngularJS controllers is that this refers to the controller instance while $scope refers to the object that represents the scope of the controller."	eu.b47138a7-d318-4b4a-82b0-daf371fbf14a				https://toloka.yandex.ru/task/37610098/00023de272--63e186c8f24cb959b935a8f1	00023de272--63dfaba06adb8b18a55baf8f	00023de272--63e186c8f24cb959b935a8f1	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T23:01:28.223	+	
"jQuery how to find an element based on a data-attribute value?
I've got the following scenario:
var el = 'li';
and there are 5 <li>'s on the page each with a data-slide=number attribute (number being 1,2,3,4,5 respectively).
I now need to find the currently active slide number which is mapped to var current = $('ul').data(current); and is updated on each slide change.
So far my tries have been unsuccessful, trying to construct the selector that would match the current slide:
$('ul').find(el+[data-slide=+current+]);
does not match/return anything…
The reason I can't hardcode the li part is that this is a user accessible variable that can be changed to a different element if required, so it may not always be an li.
Any ideas on what I'm missing?
"	4191386	"You can use the .filter method to select elements based on their data-attribute values:

javascript
Copy code
$('ul li').filter(function() {
    return $(this).data('slide') == current;
});
Or, you can use the .is method:

python
Copy code
$('ul li').is('[data-slide=""' + current + '""]');"	eu.7aa946f6-3c78-4025-a3f2-16b4adbbadf8				https://toloka.yandex.ru/task/37610098/00023de272--63e186fbcc2fc234c80a0ed6	00023de272--63dfab9c6adb8b18a55bae28	00023de272--63e186fbcc2fc234c80a0ed6	d8e61a54e640dc786924fbd68be12067	APPROVED	2023-02-06T23:02:19.764	+	
"How can I get the current date and time in the terminal and set a custom command in the terminal for it?
I have to check the time in a Linux terminal.
What is the command for getting date and time in a Linux terminal?
Is there a way in which we can set a custom function?
"	18458839	"To get the current date and time in a Linux terminal, use the command:

bash
Copy code
date
To set a custom command, you can define an alias in your shell configuration file, such as .bashrc or .bash_aliases. For example:

bash
Copy code
alias current_time='date +""%T %A %B %d %Y""'
After saving the file, you can use the source command to reload the shell configuration file, or simply open a new terminal window to use the new alias:

bash
Copy code
source ~/.bashrc
Now you can use the current_time command to display the current time:

sql
Copy code
current_time"	eu.d09b60cb-dbeb-48d8-bf9c-eef33cee4ec4				https://toloka.yandex.ru/task/37610098/00023de272--63e1871d6b5f4256c3f66b61	00023de272--63dfaba86adb8b18a55bb201	00023de272--63e1871d6b5f4256c3f66b61	420edf6930f74d245330296489f788e8	APPROVED	2023-02-06T23:02:53.697	+	
